ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΚΑΝΙΑΤΣΑ ΑΙΜΙΛΙΑ του Παναγιώτη,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΑΣ) του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ-ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΠΑΠΑΛΕΞΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Γρηγορίου,ΣΑΚΚΑΡΕΛΗ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΤΑΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΦΟΥΝΤΖΟΥΛΑ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΣΥΡΙΖΑ,ΑΘΑΝΑΣΟΥΛΗ ΒΑΣΙΛΙΚΗ (ΣΙΣΣΥ) του Χρήστου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΖΑΜΠΑΡΑΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Γεωργίου,ΘΕΟΔΩΡΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΠΑΝΤΙΩΡΑ ΦΩΤΕΙΝΗ του Ευαγγέλου,ΤΣΙΜΠΛΗ ΕΙΡΗΝΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΚΑΤΣΑΡΗ ΚΩΝΣΤΑΝΤΟΥΛΑ (ΝΤΙΝΑ) του Θωμά,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΟΥΡΤΖΙΑΠΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,ΜΠΙΣΜΠΙΚΗ - ΚΟΝΙΔΑ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΣΤΑΡΑΚΑ ΧΡΙΣΤΙΝΑ του Δημήτριου,ΤΡΥΦΙΑΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημοσθένη,Κ.Κ.Ε.,ΑΡΑΒΑΝΗΣ ΓΕΡΑΣΙΜΟΣ του Ανδρέα,ΚΑΖΑΡΙΔΗ - ΠΑΤΟΥΛΑ ΣΟΦΙΑ του Σωκράτη,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΜΠΟΥΡΑ ΧΡΥΣΟΥΛΑ (ΣΟΥΛΑ) του Ευαγγέλου,ΝΙΚΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΙΕΤΤΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΪΔΙΝΗΣ ΖΑΦΕΙΡΗΣ του Ιωάννη,ΓΛΥΚΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΚΟΥΣΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΟΥΡΚΟΥ ΑΡΧΟΝΤΙΑ του Ιωάννη,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΟΥΛΙΩΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΑΡΚΑΖΙΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΛΑ- ΛΙΑΚΑΤΑ ΓΕΩΡΓΙΑ του Αυγουστή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΖΥΓΑ ΕΛΙΑΝΑ του Κωνσταντίνου,ΚΑΡΑΝΗ ΙΩΑΝΝΑ του Σεραφείμ,ΛΟΥΚΑΝΑΡΗΣ ΣΤΕΦΑΝΟΣ του Αθανασίου,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ (ΒΛΑΣΗΣ) του Γεωργίου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ (ΧΡΥΣΑ) του Γεωργίου,ΠΑΛΗΓΕΩΡΓΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΤΖΑΘΑΣ ΘΩΜΑΣ του Παύλου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΠΩΝΗ ΠΑΝΑΓΙΩΤΑ του Σωτηρίου,ΚΟΥΚΟΥΡΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αντωνίου,ΛΑΔΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αλέξιου,ΛΙΟΤΣΟΥ ΒΑΡΒΑΡΑ του Παναγιώτη,ΜΑΜΑΣΟΥΛΑΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΦΑΡΑΚΗ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΖΩΤΗΣ ΝΙΚΟΛΑΟΣ του Θωμά,ΒΑΣΙΛΕΙΟΥ ΣΠΥΡΙΔΩΝ του Γρηγορίου,ΒΡΑΧΑ ΜΑΡΙΑ του Βασιλείου,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΤΣΩΛΗ ΕΛΕΝΗ ΑΝΝΑ του Νικολάου,Κίνημα 21,ΠΑΠΑΧΡΙΣΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Άγγελου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΠΑΛΑΙΟΔΗΜΟΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΝΙΚΗ,ΑΛΕΞΑΚΗ ΒΑΣΙΛΙΚΗ του Ιωάννου,ΚΑΜΖΕΛΑΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΛΕΣΙΑΔΑΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,κοινωνία αξιών,ΠΙΣΤΙΩΛΗ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΑΤΣΑΟΥΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΕΤΑΡΟΥΔΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΣΤΑΜΟΥΛΗ ΠΑΤΡΟΥΛΑ του Ευάγγελου,Ο.Α.Κ.Κ.Ε.,ΠΕΤΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αλεξάνδρου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΙΑΝΝΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΜΠΙΤΣΙΚΩΚΟΣ ΒΛΑΣΙΟΣ του Δημητρίου,ΣΑΠΑΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΑΠΑΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδων,ΦΟΡΑΔΟΥΛΑ ΙΩΑΝΝΑ του Γεωργίου,Ένωση Κεντρώων,ΜΠΕΜΠΕΛΑ ΒΑΡΒΑΡΑ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΣΚΑΝΔΑΛΟΣ ΓΡΗΓΟΡΙΟΣ του Σωτηρίου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΓΕΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Ηλία,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΕΙΡΗΝΗ του Αθανασίου,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΜΠΕΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαραλάμπους,ΜΠΟΥΤΡΗ ΑΘΗΝΑ του Γεωργίου,ΠΑΠΑΚΩΣΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΛΑΜΠΑΛΙΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΦΙΛΙΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΠΟΔΙΣΤΡΙΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΟΥΣΙΑ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΣΕΡΑΦΗΣ ΑΠΟΣΤΟΛΟΣ του Ευάγγελου,ΤΡΑΣΙΑ ΑΛΕΞΑΝΔΡΑ του Βασιλείου,Οικολόγοι Πράσινοι,ΚΑΠΡΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΠΡΕΖΑΣ ΠΑΝΤΕΛΗΣ του Αθανασίου,ΤΣΙΡΙΓΚΑ ΓΡΗΓΟΡΙΑ του Αθανασίου,ΕΑΝ...,ΠΕΡΔΙΚΑΡΗΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΕΡΜΙΤΖΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,391 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,488,321,9,2,11,310,119,1,36,50,31,2,7,36,4,10,79,3,10,13,55,8,0,9,4,1,32,14,6,0,5,0,0,8,15,1,14,9,2,0,0,1,0,2,7,0,3,1,0,0,0,1,1,0,0,0,10,1,1,0,0,4,1,0,0,5,0,1,0,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,4,3,18,10,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,0,1,1,0,3,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,12,8
30 - Αιτωλοακαρνανίας,392 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,254,159,4,2,6,153,80,0,31,33,40,1,6,27,3,7,34,1,16,5,20,7,3,6,4,0,12,4,3,2,6,0,0,0,0,0,14,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30 - Αιτωλοακαρνανίας,393 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,305,180,6,1,7,173,102,1,50,51,16,1,3,28,2,11,26,1,6,4,15,4,0,5,0,1,23,15,0,0,10,0,0,3,7,1,3,0,0,0,0,1,0,0,1,0,4,0,1,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
30 - Αιτωλοακαρνανίας,394 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,498,320,2,0,2,318,126,1,38,33,59,3,20,50,0,9,115,5,37,46,61,26,3,9,6,9,29,7,11,5,6,1,0,1,15,5,22,10,1,6,4,2,0,1,12,1,4,0,0,0,1,2,1,0,0,0,3,0,0,0,0,2,0,0,1,4,2,3,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2
30 - Αιτωλοακαρνανίας,395 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,497,322,6,0,6,316,119,3,38,48,38,2,18,32,11,12,104,4,49,23,59,19,4,6,10,6,53,11,9,3,4,2,1,5,27,17,15,1,0,1,1,1,1,1,2,0,7,1,1,1,1,2,1,1,0,3,6,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
30 - Αιτωλοακαρνανίας,396 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,417,246,4,2,6,240,127,2,60,47,27,1,3,43,9,18,44,2,18,4,26,13,0,7,2,1,19,3,6,0,3,1,3,3,9,1,8,3,0,0,0,1,1,1,3,0,5,0,2,0,0,0,1,0,0,2,3,0,0,1,1,1,1,1,0,6,1,4,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,3,3,10,5,3,5,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,4,4
30 - Αιτωλοακαρνανίας,397 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,417,244,2,0,2,242,136,2,63,57,35,2,11,35,13,26,48,3,19,7,17,16,0,13,3,2,22,5,4,1,6,0,4,3,11,1,7,2,1,2,1,1,0,0,2,0,5,1,2,1,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,6,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,6
30 - Αιτωλοακαρνανίας,398 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,408,246,5,0,5,241,132,7,56,51,34,5,8,40,6,16,36,1,7,5,15,5,1,4,1,2,30,3,3,0,12,0,0,0,19,4,7,2,0,1,0,1,0,0,1,1,7,1,0,1,1,0,1,1,0,0,4,1,1,0,0,1,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1
30 - Αιτωλοακαρνανίας,399 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,395,235,6,0,6,229,115,2,47,42,26,1,6,36,10,17,51,3,14,5,19,14,2,15,3,4,28,13,7,0,1,1,2,3,20,1,3,0,0,2,0,0,0,0,3,0,8,1,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30 - Αιτωλοακαρνανίας,400 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,407,235,6,0,6,229,139,2,65,50,30,2,24,55,8,23,22,3,6,6,12,5,0,5,0,1,27,5,1,1,12,0,1,1,14,1,11,1,1,6,0,1,1,1,7,0,3,1,2,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,1,1,0,0,4,3
30 - Αιτωλοακαρνανίας,401 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,423,263,6,1,7,256,142,3,47,62,52,4,8,39,12,20,41,4,7,1,16,13,0,11,1,5,31,5,4,0,10,0,1,4,19,1,4,1,1,1,1,1,0,0,0,0,10,2,1,1,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,2,4,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
30 - Αιτωλοακαρνανίας,402 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,442,243,1,0,1,242,126,2,47,37,56,4,7,64,8,25,46,9,17,6,20,4,3,8,2,5,25,8,3,0,7,2,0,1,16,1,6,0,0,2,1,0,0,1,4,0,8,0,1,1,0,2,4,2,0,0,1,1,1,0,0,0,0,0,0,4,0,3,0,1,3,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,1,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,1,1,5,5
30 - Αιτωλοακαρνανίας,403 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,461,282,10,1,11,271,161,3,69,48,34,5,6,99,5,15,47,5,15,3,20,13,1,12,3,3,35,7,7,4,17,0,0,0,10,9,6,2,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,3,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
30 - Αιτωλοακαρνανίας,404 E.T. Δήμου Ιεράς Πόλης Μεσολογγίου,475,282,3,0,3,279,144,2,41,36,27,6,4,81,2,15,56,1,20,8,20,13,0,21,3,2,27,11,5,2,5,0,2,3,8,5,8,1,1,3,1,0,0,1,1,0,12,0,3,1,0,1,3,1,0,1,2,1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,13,8,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1
